"Status","Exposure.Location","Street","Suburb","Date","Arrival.Time","Departure.Time","Contact","lat","lon","doubles","moved"
"","Kingslseys Chicken Erindale","5/20 Gartside Street","Wanniassa","13/09/2021 - Monday","6:10pm","7:00pm","Monitor",-35.4057929,149.0997253,"",FALSE
"","Light Rail Route 1 Transport Canberra Code LRV006","Alinga Street to Macarthur Avenue","Public Transport","13/09/2021 - Monday","8:00pm","8:04pm","Casual",-35.2782991,149.1284854,"",FALSE
"","SupaBarn Express Watson","5 Watson Place","Watson","13/09/2021 - Monday","7:00pm","8:00pm","Monitor",-35.2388939,149.1534951,"",FALSE
"","United Petroleum Kambah","150 O'Halloran Circuit","Kambah","13/09/2021 - Monday","1:30pm","2:30pm","Monitor",-35.3926772,149.0689215,"",FALSE
"","7-Eleven Braddon","20 Mort Street","Braddon","13/09/2021 - Monday","12:10pm","12:50pm","Monitor",-35.275691,149.1317158,"",FALSE
"","Abode Woden","10 Bowes Street","Phillip","13/09/2021 - Monday","12:00am","11:59pm","Monitor",-35.3433861,149.0859964,"",FALSE
"","Caltex (EG Fuel) Conder","Tharwa Drive","Conder","13/09/2021 - Monday","3:10pm","3:45pm","Monitor",-35.4582538,149.0916791,"",FALSE
"","Coles Canberra Centre","Canberra Centre, 148 Bunda Street","Canberra City","13/09/2021 - Monday","2:10pm","2:50pm","Monitor",-35.2802271,149.1333559,"",FALSE
"","IGA Banks","Pockett Avenue and Brockway Street","Banks","13/09/2021 - Monday","3:15pm","3:55pm","Monitor",-35.4725,149.0956056,"",FALSE
"","Renaissance Manuka Worksite","Light Street","Griffith","13/09/2021 - Monday","7:00am","3:30pm","Monitor",-35.3215198,149.1361285,"",FALSE
"","Woolworths Dickson","1 Dickson Place","Dickson","13/09/2021 - Monday","4:30pm","5:20pm","Casual",-35.249974,149.1386001,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Woolworths Metro Cameron Avenue","1/6 Grazier Lane","Belconnen","13/09/2021 - Monday","4:30pm","5:15pm","Monitor",-35.2401725,149.0720563,"",FALSE
"","Bus Route 9 Transport Canberra Code BUS454","Watson Shops to Belconnen Interchange","Public Transport","13/09/2021 - Monday","8:40am","9:03am","Casual",NA,NA,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Bus Route 9 Transport Canberra Code BUS588","Belconnen Interchange to Watson Shops","Public Transport","13/09/2021 - Monday","10:14am","10:39am","Casual",-35.2388496,149.1533805,"",FALSE
"","BWS Franklin","Flemington Road and Nullarbor Avenue","Franklin","13/09/2021 - Monday","6:00pm","7:00pm","Monitor",-35.2001194,149.1489347,"",FALSE
"","Coles Jamison","Jamison Plaza, Bowman Street","Macquarie","13/09/2021 - Monday","6:10pm","7:00pm","Monitor",-35.2528076,149.0713098,"",FALSE
"","Coles Manuka","Franklin Street and Flinders Way","Manuka","13/09/2021 - Monday","5:45pm","6:30pm","Monitor",-35.3210247,149.1342196,"",FALSE
"","Bus Route 51 Transport Canberra Code BUS592","Dickson Shops to City Interchange","Public Transport","13/09/2021 - Monday","8:16am","8:49am","Casual",-35.2784467,149.1304044,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Bus Route 59 Transport Canberra Code BUS592","City West to Woden Interchange","Public Transport","13/09/2021 - Monday","1:26pm","1:58pm","Casual",-35.2784467,149.1301544,"",FALSE
"","Bus Route 59 Transport Canberra Code BUS592","City West to Woden Interchange","Public Transport","13/09/2021 - Monday","9:11am","9:43am","Casual",-35.2784467,149.1302044,"",FALSE
"","Bus Route 6 Transport Canberra Code BUS592","City West to Woden Interchange","Public Transport","13/09/2021 - Monday","6:12am","6:59am","Casual",-35.2784467,149.1303794,"",FALSE
"","Bus Route 6 Transport Canberra Code BUS592","Woden Interchange to City West","Public Transport","13/09/2021 - Monday","7:13am","8:00am","Casual",-35.3444429,149.0866442,"",FALSE
"","Bus Route 64 Transport Canberra Code BUS592","Weston Creek to Woden Interchange","Public Transport","13/09/2021 - Monday","12:27pm","12:53pm","Casual",-35.3410156,149.0524253,"",FALSE
"","Bus Route 65 Transport Canberra Code BUS592","Woden Interchange to Weston Creek","Public Transport","13/09/2021 - Monday","11:55am","12:20pm","Casual",-35.3444429,149.0865442,"",FALSE
"","Bus Route 66 Transport Canberra Code BUS592","Woden Interchange to Cooleman Court","Public Transport","13/09/2021 - Monday","2:05pm","2:50pm","Casual",-35.3444429,149.0864942,"",FALSE
"","Bus Route 902 Transport Canberra Code BUS592","Woden Interchange to Hume, return to Woden Interchange","Public Transport","13/09/2021 - Monday","10:41am","11:50am","Casual",-35.3444429,149.0865942,"",FALSE
"","Coles Express Tuggeranong","149-165 Soward Way","Greenway","13/09/2021 - Monday","8:03am","9:15am","Monitor",-35.4186333,149.0689976,"",FALSE
"","National Health Co-op Evatt","8 McClure Place","Evatt","13/09/2021 - Monday","9:40am","10:45am","Casual",-35.2083369,149.0733647,"",FALSE
"","Florey Medical Centre","19/21 Kesteven Street","Florey","13/09/2021 - Monday","10:30am","12:10pm","Casual",-35.2259318,149.0540681,"",FALSE
"","Chemist Warehouse Gungahlin","30 Hibberson Street","Gungahlin","12/09/2021 - Sunday","1:50pm","2:30pm","Monitor",-35.1856574,149.1327987,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Woolworths Gungahlin","30/33 Hibberson Street","Gungahlin","12/09/2021 - Sunday","2:00pm","2:30pm","Monitor",-35.1846274,149.1339391,"",FALSE
"","BWS Mawson","Mawson Place","Mawson","12/09/2021 - Sunday","2:10pm","2:50pm","Monitor",-35.3661405,149.0944118,"",FALSE
"","Woolworths Mawson","15 Mawson Place","Mawson","12/09/2021 - Sunday","1:40pm","2:40pm","Casual",-35.3661449,149.0947446,"",FALSE
"","Bus Route 2 Transport Canberra Code BUS656","Westfield Belconnen Interchange to City Interchange","Public Transport","12/09/2021 - Sunday","7:27am","7:42am","Casual",-35.2784467,149.1303294,"",FALSE
"","Bus Route 28 Transport Canberra Code BUS569","Gungahlin to Casey Market Town","Public Transport","12/09/2021 - Sunday","4:12pm","4:33pm","Casual",-35.17447,149.0960449,"",FALSE
"","Bus Route 31 Transport Canberra Code BUS569","Belconnen (Cohen St) to City Interchange","Public Transport","12/09/2021 - Sunday","8:11pm","8:51pm","Casual",-35.2396469,149.0648732,"",FALSE
"","Bus Route 32 Transport Canberra Code BUS569","City Interchange to Belconnen (Cohen St)","Public Transport","12/09/2021 - Sunday","5:12pm","5:51pm","Casual",-35.2784467,149.1304044,"",FALSE
"","Bus Route 53 Transport Canberra Code BUS569","Dickson Shops to City Interchange","Public Transport","12/09/2021 - Sunday","9:18pm","9:46pm","Casual",-35.2784467,149.1303544,"",FALSE
"","Bus Route 8 Transport Canberra Code BUS569","Belconnen (Cohen St) to Gungahlin Interchange","Public Transport","12/09/2021 - Sunday","3:27pm","3:53pm","Casual",-35.2396469,149.0650232,"",FALSE
"","Bus Route 9 Transport Canberra Code BUS569","Belconnen (Cohen St) to Watson","Public Transport","12/09/2021 - Sunday","6:03pm","6:37pm","Casual",-35.2396469,149.0649732,"",FALSE
"","Bus Route 9 Transport Canberra Code BUS569","Watson to Belconnen (Cohen St)","Public Transport","12/09/2021 - Sunday","6:45pm","7:19pm","Casual",-35.2396469,149.0649232,"",FALSE
"","Light Rail Route 1 Transport Canberra Code LRV003","Phillip Avenue to Elouera Street","Public Transport","12/09/2021 - Sunday","6:44pm","6:52pm","Casual",-35.2473185,149.1540083,"",FALSE
"","Light Rail Route 1 Transport Canberra Code LRV004","Alinga Street to Phillip Avenue","Public Transport","12/09/2021 - Sunday","5:30pm","5:39pm","Casual",-35.2782991,149.1285104,"",FALSE
"","Liquorland Canberra Centre","Canberra Centre, 148 Bunda Street","Canberra City","12/09/2021 - Sunday","8:40pm","9:30pm","Casual",-35.2802271,149.1333059,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Woolworths Charnwood","25-30 Charnwood Place","Charnwood","12/09/2021 - Sunday","1:25pm","2:10pm","Monitor",-35.2045295,149.0327578,"",FALSE
"","Woolworths Dunlop","80 Lance Hill Avenue","Dunlop","12/09/2021 - Sunday","1:50pm","2:30pm","Monitor",-35.194468,149.0194685,"",FALSE
"","Capital Chemist Charnwood","Charnwood Shopping Centre, Lhotsky Street","Charnwood","12/09/2021 - Sunday","1:30pm","2:15pm","Monitor",-35.2045044,149.033648,"",FALSE
"","Coles Express Belconnen","Lathlain Street and Wignall Place","Belconnen","12/09/2021 - Sunday","5:20pm","6:10pm","Monitor",-35.242649,149.063986,"",FALSE
"","Coles Manuka","Franklin Street and Flinders Way","Griffith","12/09/2021 - Sunday","2:20pm","3:10pm","Monitor",-35.3210247,149.1342946,"",FALSE
"","Narrabundah Friendly Grocer","6 Iluka Street","Narrabundah","12/09/2021 - Sunday","6:00pm","6:45pm","Casual",-35.3325783,149.1540484,"",FALSE
"","Narrabundah Friendly Grocer","6 Iluka Street","Narrabundah","12/09/2021 - Sunday","7:45pm","8:30pm","Casual",-35.3325783,149.1539984,"",FALSE
"","Priceline Pharmacy Amaroo","6 Pioneer Street","Amaroo","12/09/2021 - Sunday","11:15am","12:00pm","Monitor",-35.164779,149.1324158,"",FALSE
"","SupaExpress Kaleen","8 Gwydir Square, Maribyrnong Avenue","Kaleen","12/09/2021 - Sunday","1:30pm","2:30pm","Casual",-35.2337993,149.1029054,"",FALSE
"","Tuggeranong Discount Drug Store","17 Anketell Street","Greenway","12/09/2021 - Sunday","3:15pm","3:55pm","Monitor",-35.4168087,149.0679445,"",FALSE
"","Woolworths Charnwood","25-30 Charnwood Place","Charnwood","12/09/2021 - Sunday","12:30pm","1:20pm","Casual",-35.2045295,149.0329328,"",FALSE
"","Woolworths Gungahlin","30/33 Hibberson Street","Gungahlin","12/09/2021 - Sunday","3:35pm","4:15pm","Monitor",-35.1846274,149.1339141,"",FALSE
"","Coles Canberra Centre","Canberra Centre, 148 Bunda Street","Canberra City","12/09/2021 - Sunday","8:40pm","9:00pm","Casual",-35.2802271,149.1332559,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Coles Express Gungahlin","1 Ginn Street","Gungahlin","12/09/2021 - Sunday","6:10pm","6:50pm","Monitor",-35.1834139,149.1254238,"",FALSE
"","Coles Kaleen","1 Maribyrnong Avenue","Kaleen","12/09/2021 - Sunday","5:30pm","6:15pm","Casual",-35.2202787,149.1028228,"",FALSE
"","Costco Canberra","39-41 Mustang Avenue","Canberra Airport","12/09/2021 - Sunday","1:45pm","3:15pm","Casual",-35.2972375,149.1905839,"",FALSE
"","IGA X-press East Row","22-58 East Row","Canberra City","12/09/2021 - Sunday","7:00pm","8:00pm","Monitor",-35.2791945,149.1306437,"",FALSE
"New","Woolworths Metro Cameron Avenue","1/6 Grazier Lane","Belconnen","12/09/2021 - Sunday","8:40pm","9:20pm","Monitor",-35.2401725,149.0719813,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"New","Abode Woden","10 Bowes Street","Phillip","12/09/2021 - Sunday","12:00am","11:59pm","Monitor",-35.3433861,149.0859464,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Bus Route 4 Transport Canberra Code BUS671","City Interchange to Woden Interchange","Public Transport","11/09/2021 - Saturday","10:27am","10:41am","Casual",-35.2784467,149.1303294,"",FALSE
"","Coles Express Manuka","Canberra Avenue and Flinders Way","Griffith","11/09/2021 - Saturday","6:52am","7:00am","Monitor",-35.3200444,149.1343035,"",FALSE
"","Coles Manuka","Franklin Street and Flinders Way","Griffith","11/09/2021 - Saturday","9:25am","10:05am","Monitor",-35.3210247,149.1342446,"",FALSE
"","Woolworths Dickson","1 Dickson Place","Dickson","11/09/2021 - Saturday","11:50am","12:40pm","Monitor",-35.249974,149.1386501,"",FALSE
"","Coffee Guru Casey","Casey Market, 15 Kingsland Parade","Casey","11/09/2021 - Saturday","2:05pm","2:45pm","Monitor",-35.1745939,149.0953225,"",FALSE
"","Casey Market Town","15 Kingsland Parade","Casey","11/09/2021 - Saturday","2:00pm","2:50pm","Monitor",-35.17447,149.0959699,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Bus Route 10 Transport Canberra Code BUS561","City West to Denman Prospect","Public Transport","11/09/2021 - Saturday","5:23pm","5:53pm","Casual",-35.279095,149.125559,"",FALSE
"","Bus Route 10 Transport Canberra Code BUS561","Denman Prospect to City West","Public Transport","11/09/2021 - Saturday","6:03pm","6:28pm","Casual",-35.2784467,149.1304044,"",FALSE
"","Bus Route 10 Transport Canberra Code BUS561","City West to Denman Prospect","Public Transport","11/09/2021 - Saturday","6:53pm","7:23pm","Casual",-35.279095,149.125509,"",FALSE
"","Bus Route 10 Transport Canberra Code BUS561","Denman Prospect to City West","Public Transport","11/09/2021 - Saturday","7:33pm","7:58pm","Casual",-35.2784467,149.1303794,"",FALSE
"","Bus Route 5 Transport Canberra Code BUS561","City West to Lanyon Marketplace","Public Transport","11/09/2021 - Saturday","11:07pm","11:54pm","Casual",-35.2784467,149.1302794,"",FALSE
"","Bus Route 6 Transport Canberra Code BUS561","Woden Interchange to City West","Public Transport","11/09/2021 - Saturday","4:23pm","5:07pm","Casual",-35.3444429,149.0872942,"",FALSE
"","Bus Route 63 Transport Canberra Code BUS561","Woden Interchange to Cooleman Court","Public Transport","11/09/2021 - Saturday","9:35pm","9:59pm","Casual",-35.3444429,149.0872192,"",FALSE
"","Bus Route 66 Transport Canberra Code BUS561","Cooleman Court to Woden Interchange","Public Transport","11/09/2021 - Saturday","10:04pm","10:47pm","Casual",-35.3444429,149.0871942,"",FALSE
"","Bus Route 7 Transport Canberra Code BUS561","City West to Weston Creek","Public Transport","11/09/2021 - Saturday","8:07pm","8:35pm","Casual",-35.2784467,149.1303544,"",FALSE
"","Coles Amaroo","Horse Park Drive","Amaroo","11/09/2021 - Saturday","1:25pm","2:00pm","Monitor",-35.1646128,149.1317566,"",FALSE
"","Grill'd Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","11/09/2021 - Saturday","5:20pm","6:15pm","Casual",-35.2380765,149.0650672,"",FALSE
"","7-Eleven Casey","10 Kingsland Parade","Casey","11/09/2021 - Saturday","3:35pm","4:15pm","Monitor",-35.175773,149.0957576,"",FALSE
"","B&B Emporium Casey","Casey Market Town, 15 Kingsland Parade","Casey","11/09/2021 - Saturday","2:05pm","2:45pm","Monitor",-35.17447,149.0959199,"",FALSE
"","Coles Canberra Centre","Canberra Centre, 148 Bunda Street","Canberra City","11/09/2021 - Saturday","4:30pm","5:50pm","Casual",-35.2802271,149.1332309,"",FALSE
"","ALDI Amaroo","12 Pioneer Street","Amaroo","11/09/2021 - Saturday","10:30am","11:00am","Casual",-35.1652442,149.132482,"",FALSE
"","Amaroo Village Shopping Centre","Horsepark Drive","Amaroo","11/09/2021 - Saturday","1:25pm","2:00pm","Monitor",-35.1646128,149.1317566,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","BWS Wanniassa","12 Sangster Place","Wanniassa","11/09/2021 - Saturday","1:50pm","2:40pm","Monitor",-35.3909032,149.0855739,"",FALSE
"","Capital Chemist Mawson","Southlands Shopping Centre, 2 Birmingham Road","Mawson","11/09/2021 - Saturday","12:35pm","1:45pm","Casual",-35.365432,149.0942628,"",FALSE
"","Coles Amaroo","Horse Park Drive","Amaroo","11/09/2021 - Saturday","1:20pm","1:40pm","Monitor",-35.1646128,149.1318816,"",FALSE
"","Coles Amaroo","Horse Park Drive","Amaroo","11/09/2021 - Saturday","10:50am","11:05am","Monitor",-35.1646128,149.1318066,"",FALSE
"","Woolworths Mawson","15 Mawson Place","Mawson","11/09/2021 - Saturday","5:15pm","6:15pm","Casual",-35.3661449,149.0947696,"",FALSE
"","7-Eleven Mawson","1 Mawson Place","Mawson","11/09/2021 - Saturday","12:25pm","1:30pm","Casual",-35.365172,149.0936873,"",FALSE
"","Narrabundah Friendly Grocer","6 Iluka Street","Narrabundah","11/09/2021 - Saturday","9:05am","9:50am","Monitor",-35.3325783,149.1540734,"",FALSE
"","Woolworths Mawson","15 Mawson Place","Mawson","11/09/2021 - Saturday","12:50pm","1:40pm","Monitor",-35.3661449,149.0946696,"",FALSE
"","Woolworths Metro Hawker","Springvale Drive","Hawker","11/09/2021 - Saturday","7:20pm","8:10pm","Monitor",-35.2433647,149.0441742,"",FALSE
"","Woolworths Woden","Westfield Woden, Keltie Street","Phillip","11/09/2021 - Saturday","3:30pm","5:00pm","Casual",-35.345964,149.084759,"",FALSE
"","Tuggeranong Discount Drug Store","17 Anketell Street","Greenway","11/09/2021 - Saturday","3:10pm","3:50pm","Monitor",-35.4168087,149.0678945,"",FALSE
"","The Pharmacy on Petrie","148 Bunda Street","Canberra City","11/09/2021 - Saturday","4:30pm","6:00pm","Monitor",-35.2788096,149.1335076,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Narrabundah Friendly Grocer","6 Iluka Street","Narrabundah","11/09/2021 - Saturday","3:10pm","4:00pm","Casual",-35.3325783,149.1539484,"",FALSE
"","Narrabundah Friendly Grocer","6 Iluka Street","Narrabundah","11/09/2021 - Saturday","6:00pm","6:45pm","Casual",-35.3325783,149.1538984,"",FALSE
"","Lucky's Speed Shop","4/9 Yallourn Street","Fyshwick","11/09/2021 - Saturday","12:00pm","2:30pm","Close",-35.3325915,149.1693528,"",FALSE
"","EG Fuel Conder","Tharwa Drive","Conder","11/09/2021 - Saturday","11:50am","12:30pm","Monitor",-35.4582538,149.0916791,"",FALSE
"","Woolworths Conder","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","11/09/2021 - Saturday","2:20pm","3:10pm","Casual",-35.457644,149.092461,"",FALSE
"","Fresh Seafood  Canberra, Casey","15 Kingsland Parade","Casey","11/09/2021 - Saturday","1:20pm","2:20pm","Monitor",-35.1743655,149.0953865,"",FALSE
"","Sea Harvest Belconnen","10 Lathlain Street","Belconnen","11/09/2021 - Saturday","1:50pm","2:50pm","Casual",-35.2458789,149.0654736,"",FALSE
"","Market Meats Belconnen","Belconnen Fresh Food Markets, Lathlain Street","Belconnen","11/09/2021 - Saturday","2:10pm","3:10pm","Casual",-35.2452107,149.0654823,"",FALSE
"","ALDI Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","11/09/2021 - Saturday","3:00pm","3:55pm","Casual",-35.2380765,149.0650422,"",FALSE
"","Oporto Phillip","82 Parramatta Street","Phillip","11/09/2021 - Saturday","8:35pm","9:20pm","Monitor",-35.35521,149.0903394,"",FALSE
"","Supabarn Casey","15 Kingsland Parade","Casey","11/09/2021 - Saturday","5:45pm","7:00pm","Casual",-35.1741413,149.0960254,"",FALSE
"","Renaissance Manuka Worksite","Light Street","Griffith","11/09/2021 - Saturday","7:20am","1:00pm","Casual",-35.3215198,149.1360785,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"New","BWS Republic Belconnen","1 Edmondstone Place","Belconnen","11/09/2021 - Saturday","1:40pm","2:20pm","Monitor",-35.2408989,149.0712282,"",FALSE
"New","Abode Woden","10 Bowes Street","Phillip","11/09/2021 - Saturday","12:00am","11:59pm","Monitor",-35.3433861,149.0858964,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"New","Supabarn Casey","15 Kingsland Parade","Casey","11/09/2021 - Saturday","8:45pm","9:20pm","Monitor",-35.17447,149.0959199,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"New","Colbee Court Chemist","33 Colbee Court","Phillip","11/09/2021 - Saturday","3:05pm","3:50pm","Monitor",-35.3519501,149.0897591,"",FALSE
"","IGA X-press East Row","22-58 East Row","Canberra City","10/09/2021 - Friday","7:00pm","8:00pm","Monitor",-35.2791945,149.1306687,"",FALSE
"","Two Before Ten Aranda","69 Bandjalong Crescent","Aranda","10/09/2021 - Friday","10:25am","11:10am","Monitor",-35.2564051,149.078765,"",FALSE
"","BWS Erindale","50-68 Comrie Street","Wanniassa","10/09/2021 - Friday","10:25am","11:05am","Monitor",-35.4037618,149.0986845,"",FALSE
"","Blackjack Kiosk","50-68 Comrie Street","Wanniassa","10/09/2021 - Friday","10:30am","11:10am","Monitor",-35.4040236,149.0984006,"",FALSE
"","ACT Law Courts - Bail Office","4-6 Knowles Place","Canberra City","10/09/2021 - Friday","3:35pm","4:25pm","Casual",-35.2803475,149.1270913,"",FALSE
"","ACT Law Courts - Ground level Foyer","4-6 Knowles Place","Canberra City","10/09/2021 - Friday","2:10pm","2:45pm","Casual",-35.2803475,149.1272413,"",FALSE
"","ACT Law Courts - Magistrates Court (Level 1 Foyer outside rooms 1 and 2 only)","4-6 Knowles Place","Canberra City","10/09/2021 - Friday","2:10pm","3:30pm","Casual",-35.2803475,149.1271913,"",FALSE
"","ACT Law Courts - Magistrates Court (Room 2 only)","4-6 Knowles Place","Canberra City","10/09/2021 - Friday","2:55pm","4:10pm","Casual",-35.2803475,149.1271413,"",FALSE
"","Coles Express Belconnen","Lathlain Street and Wignall Place","Belconnen","10/09/2021 - Friday","8:05pm","9:00pm","Casual",-35.242649,149.063961,"",FALSE
"","Woolworths Metro Cameron Avenue","1/6 Grazier Lane","Belconnen","10/09/2021 - Friday","8:20pm","9:00pm","Monitor",-35.2401725,149.0720313,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Bus Route 20 Transport Canberra Code BUS403","Bonner to Gungahlin Interchange","Public Transport","10/09/2021 - Friday","6:59am","7:10am","Casual",-35.2809368,149.1299092,"",FALSE
"","Bus Route 19 Transport Canberra Code BUS598","Gungahlin Interchange to Bonner","Public Transport","10/09/2021 - Friday","4:57pm","5:11pm","Casual",-35.16413,149.13322,"",FALSE
"","Light Rail  Route 1 Transport Canberra Code LRV007","Gungahlin Place to Alinga Street","Public Transport","10/09/2021 - Friday","7:15am","7:39am","Casual",-35.2782991,149.1284354,"",FALSE
"","Light Rail  Route 1 Transport Canberra Code LRV013","Alinga Street to Gungahlin Place","Public Transport","10/09/2021 - Friday","4:18pm","4:43pm","Casual",-35.2782991,149.1284104,"",FALSE
"","Mint Rd","4/59 Boolimba Crescent","Narrabundah","10/09/2021 - Friday","8:25am","9:05am","Monitor",-35.3328842,149.1538066,"",FALSE
"","Narrabundah Friendly Grocer","6 Iluka Street","Narrabundah","10/09/2021 - Friday","8:30am","9:10am","Monitor",-35.3325783,149.1540234,"",FALSE
"","Winnunga Nimmityjah Aboriginal Health Service - Main Reception in the new building","63 Boolimba Crescent","Narrabundah","10/09/2021 - Friday","8:30am","4:00pm","Casual",-35.3332292,149.1556693,"",FALSE
"","Chargrilld Eatery and Pizza Bar","1/59 Cameron Avenue","Belconnen","10/09/2021 - Friday","11:40am","12:20pm","Monitor",-35.2409706,149.0709715,"",FALSE
"","Molonglo Dental Surgery","5/110 Woodberry Avenue","Coombs","10/09/2021 - Friday","9:50am","10:45am","Casual",-35.3196945,149.0400585,"",FALSE
"","Pizza Hut Kippax","102 Hardwick Crescent","Holt","10/09/2021 - Friday","12:00pm","12:40pm","Monitor",-35.2212396,149.0181561,"",FALSE
"","Wokitup! Amaroo","11 Pioneer Street","Amaroo","10/09/2021 - Friday","5:50pm","6:00pm","Monitor",-35.1646953,149.1316572,"",FALSE
"","Woolworths Erindale","50-68 Comrie Street","Wanniassa","10/09/2021 - Friday","4:40pm","5:20pm","Monitor",-35.4035739,149.098777,"",FALSE
"","Woolworths Mawson","15 Mawson Place","Mawson","10/09/2021 - Friday","3:15pm","4:00pm","Casual",-35.3661449,149.0946946,"",FALSE
"","BWS Woden","Westfield Woden, Keltie Street","Phillip","10/09/2021 - Friday","3:10pm","3:50pm","Monitor",-35.3459559,149.0851749,"",FALSE
"","Liquorland Woden","Westfield Woden, Keltie Street","Phillip","10/09/2021 - Friday","3:10pm","3:50pm","Monitor",-35.3463199,149.0860576,"",FALSE
"","Woolworths Woden","Westfield Woden, Keltie Street","Phillip","10/09/2021 - Friday","2:45pm","3:45pm","Casual",-35.345964,149.084709,"",FALSE
"","Department of Education, Skills and Employment, Level 7","140-180 City Walk, Garema Court","Canberra City","10/09/2021 - Friday","8:40am","4:45pm","Casual",-35.2789018,149.1313084,"",FALSE
"","Department of Education, Skills and Employment Building","140-180 City Walk, Garema Court","Canberra City","10/09/2021 - Friday","8:40am","4:45pm","Monitor",-35.2783596,149.1320553,"",FALSE
"","Tuggeranong Discount Drug Store","17 Anketell Street","Greenway","10/09/2021 - Friday","2:50pm","3:45pm","Monitor",-35.4168087,149.0678445,"",FALSE
"","Narrabundah Friendly Grocer","6 Iluka Street","Narrabundah","10/09/2021 - Friday","7:20pm","8:10pm","Monitor",-35.3325783,149.1538484,"",FALSE
"","Moon Restaurant","41 Chandler Street","Belconnen","10/09/2021 - Friday","12:00pm","12:50pm","Casual",-35.2394623,149.0709502,"",FALSE
"New","Woolworths Conder","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","10/09/2021 - Friday","6:10pm","6:50pm","Monitor",-35.457644,149.092511,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"New","7-Eleven Braddon","20 Mort Street","Braddon","10/09/2021 - Friday","2:30pm","6:30pm","Monitor",-35.275691,149.1316658,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"New","Woolworths Metro Cameron Avenue","1/6 Grazier Lane","Belconnen","10/09/2021 - Friday","2:00pm","2:45pm","Monitor",-35.2401725,149.0719313,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"New","EG Fuel Conder","Tharwa Drive","Conder","10/09/2021 - Friday","11:00pm","11:40pm","Monitor",-35.4582538,149.0916791,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"New","Abode Woden","10 Bowes Street","Phillip","10/09/2021 - Friday","12:00am","11:59pm","Monitor",-35.3433861,149.0858464,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"New","IGA Banks","Pockett Avenue and Brockway Street","Banks","10/09/2021 - Friday","2:25pm","3:00pm","Monitor",-35.4725,149.0955556,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"New","Coles Canberra Centre","Canberra Centre, 148 Bunda Street","Canberra City","10/09/2021 - Friday","7:45am","8:20am","Monitor",-35.2802271,149.1332559,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"New","Coles Canberra Centre","Canberra Centre, 148 Bunda Street","Canberra City","10/09/2021 - Friday","12:00pm","12:40pm","Monitor",-35.2802271,149.1332059,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"New","Pacifik Halal Meats","54-56/141 Ernest Cavanagh","Gungahlin","10/09/2021 - Friday","5:05pm","6:15pm","Casual",-35.1848047,149.136463,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"New","Cellarbrations Erindale","1/50 Denigan Street","Wanniassa","10/09/2021 - Friday","4:00pm","4:35pm","Monitor",-35.4038487,149.0964993,"",FALSE
"","Dina's Liquor","7 East Row Street","Canberra City","09/09/2021 - Thursday","10:00pm","11:00pm","Monitor",-35.2794041,149.1304137,"",FALSE
"","EG Fuel Dickson","1 Cape Street","Dickson","09/09/2021 - Thursday","12:05pm","12:45pm","Monitor",-35.2511626,149.1373655,"",FALSE
"","Woolworths Metro Cameron Avenue","1/6 Grazier Lane","Belconnen","09/09/2021 - Thursday","9:00pm","9:40pm","Monitor",-35.2401725,149.0719813,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
