"Status","Exposure.Location","Street","Suburb","Date","Arrival.Time","Departure.Time","Contact","lat","lon","doubles","moved"
"","Nandos Canberra Centre","Shop FG1, Canberra Centre, 125 Bunda Street","Canberra City","03/09/2021 - Friday","2:50pm","3:30pm","Monitor",-35.2779316,149.1330306,"",FALSE
"","Australia War Memorial (Construction Site)","Treloar Crescent","Campbell","03/09/2021 - Friday","11:20am","12:30pm","Casual",-35.2811355,149.1484327,"",FALSE
"","Westfield Woden","Westfield Woden, Keltie Street","Phillip","03/09/2021 - Friday","2:50pm","3:50pm","Monitor",-35.3463199,149.0861826,"",FALSE
"","Woolworths Woden","Westfield Woden, Keltie Street","Phillip","03/09/2021 - Friday","2:50pm","3:50pm","Monitor",-35.3463199,149.0861576,"",FALSE
"","Capital Chemist O'Connor","9 Sargood street","O'Connor","03/09/2021 - Friday","10:50am","11:30am","Monitor",-35.2639132,149.122586,"",FALSE
"","Coles Amaroo","Horse Park Drive","Amaroo","03/09/2021 - Friday","12:00pm","5:00pm","Monitor",-35.1646128,149.1317816,"",FALSE
"","Motion Wellness","70/27 Wiseman Street","Macquarie","03/09/2021 - Friday","1:52pm","2:30pm","Casual",-35.2528944,149.0735469,"",FALSE
"","Optimal Pharmacy Plus Jamison","Jamison Plaza, Bowman Street","Macquarie","03/09/2021 - Friday","9:20am","10:00am","Monitor",-35.2527782,149.0716808,"",FALSE
"","ALDI Macquarie","Jamison Plaza, Bowman Street","Macquarie","03/09/2021 - Friday","12:40pm","1:30pm","Monitor",-35.2527235,149.0712605,"",FALSE
"","Woolworths Metro Hawker","Springvale Drive","Hawker","03/09/2021 - Friday","1:10pm","2:00pm","Casual",-35.2433647,149.0441492,"",FALSE
"","Urban Cellars Kippax","48 Hardwick Crescent","Holt","03/09/2021 - Friday","1:15pm","2:00pm","Casual",-35.2223388,149.0199532,"",FALSE
"","Mitchell Resource Management Centre","Flemington Road","Mitchell","03/09/2021 - Friday","3:00pm","3:30pm","Monitor",-35.2115011,149.1479783,"",FALSE
"","IBIS Budget Hotel Canberra","15 Tay Street","Watson","03/09/2021 - Friday","12:00am","11:59pm","Casual",-35.224856,149.1669233,"",FALSE
"New","Woolworths Dunlop","80 Lance Hill Avenue","Dunlop","03/09/2021 - Friday","6:50pm","7:30pm","Monitor",-35.194468,149.0193935,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Bus Route 23 Transport Canberra Code BUS933","Gungahlin Interchange to Kaleen","Public Transport","02/09/2021 - Thursday","3:07pm","3:28pm","Casual",-35.2809368,149.1299592,"",FALSE
"","Bus Route 23 Transport Canberra Code BUS440","Kaleen to Gungahlin Interchange","Public Transport","02/09/2021 - Thursday","6:04am","6:22am","Casual",-35.2809368,149.1300592,"",FALSE
"","The Reject Shop Gungahlin","Shop 2, 46 Hibberson Street","Gungahlin","02/09/2021 - Thursday","8:30am","3:30pm","Casual",-35.1863723,149.1359508,"",FALSE
"","Woolworths Dickson","1 Dickson Place","Dickson","02/09/2021 - Thursday","8:00am","9:30am","Casual",-35.249974,149.1386751,"",FALSE
"","Bunnings Gungahlin","10 Gribble Street","Gungahlin","02/09/2021 - Thursday","12:45pm","1:45pm","Monitor",-35.1838713,149.1302889,"",FALSE
"","Caltex Mitchell","116 Lysaght Street","Mitchell","02/09/2021 - Thursday","8:45pm","9:30pm","Monitor",-35.215026,149.139901,"",FALSE
"","BP Phillip","166 Melrose Drive","Phillip","02/09/2021 - Thursday","12:30pm","1:00pm","Monitor",-35.3509,149.085275,"",FALSE
"","The Scholar Yum Cha & Seafood Chinese Restaurant","23 Woolley Street","Dickson","02/09/2021 - Thursday","5:00pm","6:00pm","Monitor",-35.2505556,149.1364139,"",FALSE
"","Woolworths Gungahlin","30-33 Hibberson Street","Gungahlin","02/09/2021 - Thursday","10:25am","11:10am","Monitor",-35.1846274,149.1339641,"",FALSE
"","Busy Bees at the Park","37 Brindabella Circuit","Canberra Airport","02/09/2021 - Thursday","7:40am","5:30pm","Close",-35.311138,149.187801,"",FALSE
"","Cooleman Court Shopping Centre","Brierly Street","Weston","02/09/2021 - Thursday","2:15pm","3:00pm","Monitor",-35.3412617,149.0526936,"",FALSE
"","Mr Sushi Cooleman Court Shopping Centre","Brierly Street","Weston","02/09/2021 - Thursday","2:30pm","3:00pm","Monitor",-35.3412617,149.0526686,"",FALSE
"","Caltex Canberra Airport","Canberra Airport, 1/3 Rogan Street","Pialligo","02/09/2021 - Thursday","12:10pm","12:55pm","Monitor",-35.3094947,149.1880721,"",FALSE
"","Caltex Canberra Airport","Canberra Airport, 1/3 Rogan Street","Pialligo","02/09/2021 - Thursday","9:15am","9:50am","Monitor",-35.3094947,149.1880221,"",FALSE
"","ALDI Gungahlin","Hibberson Street","Gungahlin","02/09/2021 - Thursday","10:30am","11:30am","Casual",-35.1853494,149.1361628,"",FALSE
"","Australia Post Woden","Shop 4/15 Bowes Place","Phillip","02/09/2021 - Thursday","4:40pm","5:00pm","Casual",-35.3443954,149.0857209,"",FALSE
"","Coles Woden","Westfield Woden, Keltie Street","Phillip","02/09/2021 - Thursday","5:10pm","6:00pm","Monitor",-35.3468528,149.0853278,"",FALSE
"","Friendly Grocer Narrabundah","6 Iluka Street","Narrabundah","02/09/2021 - Thursday","1:00pm","3:30pm","Monitor",-35.3325783,149.1539484,"",FALSE
"","BidFood Canberra","16 Mildura Street","Fyshwick","02/09/2021 - Thursday","5:30am","12:30pm","Casual",-35.3226824,149.1528352,"",FALSE
"","Ampol Foodary Kambah","3 Marconi Crescent","Kambah","02/09/2021 - Thursday","3:55pm","4:40pm","Monitor",-35.3788069,149.0573556,"",FALSE
"","Optimal Pharmacy Plus Jamison","Jamison Plaza, Bowman Street","Macquarie","02/09/2021 - Thursday","12:20pm","4:50pm","Monitor",-35.2527782,149.0716308,"",FALSE
"","ALDI Macquarie","Jamison Plaza, Bowman Street","Macquarie","02/09/2021 - Thursday","12:25pm","1:15pm","Casual",-35.2527235,149.0712355,"",FALSE
"","KFC Hawker","103 Hawker Place","Hawker","02/09/2021 - Thursday","1:10pm","2:00pm","Casual",-35.2433815,149.0422992,"",FALSE
"","ACT Tyrepower","27 Nettlefold Street","Belconnen","02/09/2021 - Thursday","1:50pm","2:40pm","Monitor",-35.240727,149.0592045,"",FALSE
"","Transtate Tyres and Suspension Services","2 Egan Court","Belconnen","02/09/2021 - Thursday","2:10pm","3:15pm","Casual",-35.2414432,149.0576561,"",FALSE
"","Australia Post Jamison","8 Jamison Centre","Macquarie","02/09/2021 - Thursday","3:50pm","4:40pm","Casual",-35.2528302,149.0721892,"",FALSE
"","Coles Jamison","Jamison Plaza, Bowman Street","Macquarie","02/09/2021 - Thursday","4:15pm","5:15pm","Casual",-35.2528076,149.0713348,"",FALSE
"","Spice of Life Adult Store","1/48 Sandford Street","Mitchell","02/09/2021 - Thursday","11:05am","11:40am","Monitor",-35.2201875,149.1387713,"",FALSE
"","Thai Som Tum Restaurant","17 Sidney Nolan Street","Conder","02/09/2021 - Thursday","6:30pm","7:15pm","Monitor",-35.4577713,149.0939178,"",FALSE
"","Zambrero Conder","3/5 Sidney Nolan Street","Conder","02/09/2021 - Thursday","6:35pm","7:20pm","Monitor",-35.4570645,149.0932014,"",FALSE
"","7-Eleven Braddon","20 Mort Street","Braddon","02/09/2021 - Thursday","11:20am","12:10pm","Monitor",-35.275691,149.1316658,"",FALSE
"","Coles Canberra Centre","Canberra Centre, 148 Bunda Street","Canberra City","02/09/2021 - Thursday","2:30pm","3:15pm","Monitor",-35.2802271,149.1333309,"",FALSE
"","Oporto Gungahlin","Marketplace Gungahlin, Hibberson Street","Gungahlin","02/09/2021 - Thursday","7:10pm","8:00pm","Monitor",-35.1853007,149.1325714,"",FALSE
"","Ali Kebabs Gungahlin","Marketplace Gungahlin, Hibberson Street","Gungahlin","02/09/2021 - Thursday","7:20pm","8:10pm","Monitor",-35.1854625,149.1337286,"",FALSE
"","Reject Shop Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","02/09/2021 - Thursday","11:30am","12:30pm","Casual",-35.2380765,149.0651422,"",FALSE
"","Bus Route 9 Transport Canberra Code BUS596","Belconnen to Bruce","Public Transport","02/09/2021 - Thursday","2:29pm","2:39pm","Casual",-35.2809368,149.1300342,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","IBIS Budget Hotel Canberra","15 Tay Street","Watson","02/09/2021 - Thursday","12:00am","11:59pm","Casual",-35.224856,149.1668733,"",FALSE
"","Bus Route 9 Transport Canberra Code BUS322","Bruce to Belconnen","Public Transport","02/09/2021 - Thursday","3:28pm","3:38pm","Casual",-35.2809368,149.1299842,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Mechanical Care","3 Park Street","Belconnen","02/09/2021 - Thursday","8:00am","8:45am","Monitor",-35.2427685,149.0605063,"",FALSE
"","Mechanical Care","3 Park Street","Belconnen","02/09/2021 - Thursday","11:30am","12:10pm","Monitor",-35.2427685,149.0604563,"",FALSE
"","Beyond Pharmacy Braddon","4/18 Lonsdale Street","Braddon","01/09/2021 - Wednesday","4:30pm","5:30pm","Casual",-35.2736557,149.132945,"",FALSE
"","Dickson Woolworths","1 Dickson Place","Dickson","01/09/2021 - Wednesday","5:45pm","6:45pm","Monitor",-35.249974,149.1386251,"",FALSE
"","Woolworths Dickson","1 Dickson Place","Dickson","01/09/2021 - Wednesday","1:45pm","2:40pm","Casual",-35.249974,149.1385501,"",FALSE
"","Coles Kaleen","1 Maribyrnong Avenue","Kaleen","01/09/2021 - Wednesday","1:30pm","2:30pm","Monitor",-35.2202787,149.1028478,"",FALSE
"","7-Eleven Mawson","1 Mawson Place","Mawson","01/09/2021 - Wednesday","7:20pm","8:00pm","Monitor",-35.365172,149.0936623,"",FALSE
"","Chargrilld Eatery and Pizza Bar","1/59 Cameron Avenue","Belconnen","01/09/2021 - Wednesday","8:00am","8:45am","Monitor",-35.2409706,149.0709465,"",FALSE
"","ALDI Amaroo","12 Pioneer Street","Amaroo","01/09/2021 - Wednesday","4:45pm","5:30pm","Casual",-35.1652442,149.132457,"",FALSE
"","Bunnings Belconnen","15 Lathlain Street","Belconnen","01/09/2021 - Wednesday","5:00pm","6:00pm","Monitor",-35.2444848,149.0638128,"",FALSE
"","Narrabundah Pharmacy and Post Office","18 Iluka Street","Narrabundah","01/09/2021 - Wednesday","1:30pm","3:00pm","Monitor",-35.3328701,149.1538091,"",FALSE
"","The Scholar Yum Cha & Seafood Chinese Restaurant","23 Woolley Street","Dickson","01/09/2021 - Wednesday","5:00pm","6:00pm","Monitor",-35.2505556,149.1363639,"",FALSE
"","Woolworths Kippax","Kippax Fair Shopping Centre, 26 Hardwick Crescent","Holt","01/09/2021 - Wednesday","9:30am","10:30am","Monitor",-35.2218013,149.0194113,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Kippax Shopping Centre","26 Hardwick Crescent","Holt","01/09/2021 - Wednesday","1:45pm","3:00pm","Monitor",-35.2218013,149.0193113,"",FALSE
"","NewsExpress Kippax Fair","26 Hardwick Crescent","Holt","01/09/2021 - Wednesday","2:10pm","3:00pm","Monitor",-35.2218013,149.0194613,"",FALSE
"","Busy Bees Childcare","37 Brindabella Circuit","Canberra Airport","01/09/2021 - Wednesday","7:45am","1:15pm","Close",-35.311138,149.187726,"",FALSE
"","Costco Canberra","39-41 Mustang Avenue","Canberra Airport","01/09/2021 - Wednesday","10:15am","12:10pm","Casual",-35.2972375,149.1906339,"",FALSE
"","La Cantina","4 Iluka Street","Narrabundah","01/09/2021 - Wednesday","7:55pm","8:40pm","Monitor",-35.3324961,149.1541862,"",FALSE
"","Capital Chemist Chisholm","42 Halley Street","Chisholm","01/09/2021 - Wednesday","2:00pm","2:30pm","Monitor",-35.4140323,149.1285728,"",FALSE
"","Coles Chisholm","42 Halley Street","Chisholm","01/09/2021 - Wednesday","2:00pm","3:00pm","Casual",-35.4141067,149.1281169,"",FALSE
"","Al Manoosh Bakery","47 Mawson Place","Mawson","01/09/2021 - Wednesday","8:50am","9:20am","Monitor",-35.3654919,149.0949976,"",FALSE
"","Woolworths Metro Franklin","51 Nullarbor Avenue, Corner Flemington Road","Franklin","01/09/2021 - Wednesday","8:00am","8:50am","Casual",-35.2000983,149.1488518,"",FALSE
"","St George Bank Fyshwick (ATM)","58 Wollongong Street","Fyshwick","01/09/2021 - Wednesday","3:35pm","4:35pm","Monitor",-35.3248873,149.1798289,"",FALSE
"","Friendly Grocer Narrabundah","6 Iluka Street","Narrabundah","01/09/2021 - Wednesday","9:35am","10:25am","Monitor",-35.3325783,149.1539734,"",FALSE
"","Caremore Pharmacy Kippax","8 Hardwick Crescent","Holt","01/09/2021 - Wednesday","1:45pm","2:45pm","Monitor",-35.221893,149.0195783,"",FALSE
"","7-Eleven Holt","88 Hardwick Crescent","Holt","01/09/2021 - Wednesday","2:15pm","3:00pm","Monitor",-35.2209147,149.0178693,"",FALSE
"","Coles Canberra Centre","Canberra Centre, 148 Bunda Street","Canberra City","01/09/2021 - Wednesday","2:40pm","3:30pm","Casual",-35.2802271,149.1333809,"",FALSE
"","Coles Jamison","Jamison Plaza, Bowman Street","Macquarie","01/09/2021 - Wednesday","10:00am","11:00am","Monitor",-35.2528076,149.0712848,"",FALSE
"","Lanyon Pharmacy","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","01/09/2021 - Wednesday","1:30pm","2:10pm","Monitor",-35.4574587,149.0925555,"",FALSE
"","Woolworths Conder","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","01/09/2021 - Wednesday","1:30pm","2:15pm","Monitor",-35.457682,149.0925247,"",FALSE
"","Woolworths Dickson","1 Dickson Place","Dickson","01/09/2021 - Wednesday","1:45pm","2:40pm","Casual",-35.249974,149.1385501,"",FALSE
"","Woolworths Kippax","24/48 Hardwick Crescent","Holt","01/09/2021 - Wednesday","9:30am","10:30am","Monitor",-35.2228703,149.0201727,"",FALSE
"New","Kaleen Plaza Pharmacy","Shop 5, Kaleen Shopping Centre, Georgina Crescent","Kaleen","01/09/2021 - Wednesday","6:15pm","7:10pm","Casual",-35.2202187,149.1036482,"",FALSE
"","Bus Route 51 Transport Canberra Code BUS560","Lyneham Shops to Dickson Interchange","Public Transport","31/08/2021 - Tuesday","9:15am","9:30am","Casual",-35.250558,149.133764,"",FALSE
"","Develins City Chemist","3/4 Garema Place","Canberra City","31/08/2021 - Tuesday","9:20am","10:15am","Casual",-35.2787625,149.1319683,"",FALSE
"","ALDI Casey","15 Kingsland Parade","Casey","31/08/2021 - Tuesday","10:15am","11:00am","Monitor",-35.17447,149.0960199,"",FALSE
"","Baby Bunting Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","31/08/2021 - Tuesday","12:30pm","1:00pm","Monitor",-35.2380765,149.0650172,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Bidfood Canberra","16 Mildura Street","Fyshwick","31/08/2021 - Tuesday","5:30am","12:30pm","Casual",-35.3226824,149.1526102,"",FALSE
"","Bus Route 61 Transport Canberra Code BUS359","Woden Interchange to Phillip","Public Transport","31/08/2021 - Tuesday","7:46pm","7:50pm","Casual",-35.3444429,149.0871442,"",FALSE
"","Bus Route 66 Transport Canberra Code BUS355","Denman Prospect to Woden Interchange","Public Transport","31/08/2021 - Tuesday","7:27pm","7:43pm","Casual",-35.3444429,149.0871942,"",FALSE
"","Busy Bees at the Park","37 Brindabella Circuit","Canberra Airport","31/08/2021 - Tuesday","7:40am","6:30pm","Close",-35.311138,149.187701,"",FALSE
"","BWS Dickson (Wolley Street)","u1/38 Woolley Street","Dickson","31/08/2021 - Tuesday","5:10pm","6:00pm","Monitor",-35.2500438,149.1375277,"",FALSE
"","Caffe Cherry Beans Majura Park","Majura Park Shopping Centre, 18/26 Spitfire Avenue","Canberra Airport","31/08/2021 - Tuesday","8:45am","9:40am","monitor",-35.3004066,149.19043,"",FALSE
"","Caltex Canberra Airport","Canberra Airport, 1/3 Rogan Street","Pialligo","31/08/2021 - Tuesday","12:30pm","13:15pm","Monitor",-35.3094947,149.1879721,"",FALSE
"","Casey Market Town","15 Kingsland Parade","Casey","31/08/2021 - Tuesday","10:15am","11:00am","Monitor",-35.17447,149.0960449,"",FALSE
"","Cellarbrations Belconnen","Luxton Street and Josephson Street","Belconnen","01/09/2021 - Wednesday","12:00pm","12:30pm","Monitor",-35.2363189,149.0595235,"",FALSE
"","Australia Post Woden","Shop 4/15 Bowes Place","Phillip","01/09/2021 - Wednesday","4:40pm","5:00pm","Casual",-35.3443954,149.0856709,"",FALSE
"","Kaleen Plaza Pharmacy","Shop 5, Kaleen Shopping Centre, Georgina Crescent","Kaleen","01/09/2021 - Wednesday","6:15pm","7:10pm","Casual",-35.2202187,149.1036232,"",FALSE
"","Caltex Conder","Tharwa Drive","Conder","01/09/2021 - Wednesday","11:30am","1:00pm","Monitor",-35.4582538,149.0917291,"",FALSE
"","Ampol Foodary Calwell","Were Street","Calwell","01/09/2021 - Wednesday","9:30am","10:00am","Monitor",-35.4347448,149.1124982,"",FALSE
"","Belco Halal Kebabs and Pizzeria","Westfield Belconnen, Belconnen Way","Belconnen","01/09/2021 - Wednesday","12:15pm","12:45pm","Monitor",-35.2374453,149.0630674,"",FALSE
"","ALDI Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","01/09/2021 - Wednesday","7:00pm","7:30pm","Monitor",-35.2380765,149.0651172,"",FALSE
"","Coles Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","01/09/2021 - Wednesday","8:15am","9:00am","Casual",-35.2380765,149.0650922,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Coles Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","01/09/2021 - Wednesday","11:30am","12:45pm","Casual",-35.2380765,149.0650422,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","BidFood Canberra","16 Mildura Street","Fyshwick","01/09/2021 - Wednesday","5:30am","10:00am","Casual",-35.3226824,149.1528102,"",FALSE
"","Capital Chemist O'Connor","9 Sargood street","O'Connor","01/09/2021 - Wednesday","3:40pm","4:20pm","Monitor",-35.2639132,149.122536,"",FALSE
"","ALDI Amaroo","12 Pioneer Street","Amaroo","01/09/2021 - Wednesday","10:45am","11:50am","Casual",-35.1652442,149.132407,"",FALSE
"","Cash Converters Belconnen","3/6 Weedon Close","Belconnen","01/09/2021 - Wednesday","1:20pm","2:40pm","Casual",-35.240912,149.062856,"",FALSE
"","Liquorland Jamison","Jamison Plaza, Bowman Street","Macquarie","01/09/2021 - Wednesday","3:15pm","4:00pm","Monitor",-35.2526302,149.0706749,"",FALSE
"","ALDI Macquarie","Jamison Plaza, Bowman Street","Macquarie","01/09/2021 - Wednesday","3:15pm","4:00pm","Monitor",-35.2527235,149.0711605,"",FALSE
"","TSG Jamison","Jamison Plaza, Bowman Street","Macquarie","01/09/2021 - Wednesday","3:30pm","4:10pm","Monitor",-35.2524401,149.070646,"",FALSE
"","Supabarn Crace","56 Abena Avenue","Crace","01/09/2021 - Wednesday","3:40pm","4:30pm","Monitor",-35.2020605,149.1075757,"",FALSE
"","ALDI Macquarie","Jamison Plaza, Bowman Street","Macquarie","01/09/2021 - Wednesday","6:50pm","8:00pm","Casual",-35.2527235,149.0711855,"",FALSE
"","Bus Route 9 Transport Canberra Code BUS328","Belconnen to Lyneham","Public Transport","01/09/2021 - Wednesday","8:57pm","9:10pm","Casual",-35.2809368,149.1299842,"",FALSE
"","IBIS Budget Hotel Canberra","15 Tay Street","Watson","01/09/2021 - Wednesday","12:00am","11:59pm","Casual",-35.224856,149.1668233,"",FALSE
"","BWS Dunlop","Lot 4/68 Lance Hill Avenue","Dunlop","01/09/2021 - Wednesday","11:30am","1:00pm","Monitor",-35.1944486,149.0194034,"",FALSE
"","80/20 Food Braddon","1/18 Lonsdale Street","Braddon","31/08/2021 - Tuesday","10:40am","11:30am","Casual",-35.2735344,149.132964,"",FALSE
"","Woolworths Metro","1/6 Grazier Lane","Belconnen","31/08/2021 - Tuesday","3:15pm","4:00pm","Monitor",-35.2401725,149.0719813,"",FALSE
"","Centrelink - Braddon Service Centre","13 Lonsdale Street","Braddon","31/08/2021 - Tuesday","1:50pm","2:45pm","Casual",-35.2742354,149.1323115,"",FALSE
"","Centrelink - Braddon Service Centre","13 Lonsdale Street","Braddon","31/08/2021 - Tuesday","12:50pm","1:30pm","Monitor",-35.2742521,149.1324534,"",FALSE
"","ALDI Casey","15 Kingsland Parade","Casey","31/08/2021 - Tuesday","10:15am","11:00am","Monitor",-35.17447,149.0960199,"",FALSE
"","Casey Market Town","15 Kingsland Parade","Casey","31/08/2021 - Tuesday","10:15am","11:00am","Monitor",-35.17447,149.0960449,"",FALSE
"","Woolworths Mawson","15 Mawson Place","Mawson","31/08/2021 - Tuesday","5:15pm","6:10pm","Monitor",-35.3661449,149.0947196,"",FALSE
"","Bidfood Canberra","16 Mildura Street","Fyshwick","31/08/2021 - Tuesday","5:30am","12:30pm","Casual",-35.3226824,149.1526102,"",FALSE
"","Florey Pharmacy","2 Kesteven Street","Florey","31/08/2021 - Tuesday","3:30pm","4:30pm","Monitor",-35.2263018,149.0544405,"",FALSE
"","Centrelink - Woden Service Centre","2-6 Bowes Street","Phillip","31/08/2021 - Tuesday","8:50am","9:30am","Casual",-35.3428423,149.0858605,"",FALSE
"","Develins City Chemist","3/4 Garema Place","Canberra City","31/08/2021 - Tuesday","9:20am","10:15am","Casual",-35.2787625,149.1319683,"",FALSE
"","Woolworths Gungahlin","30-33 Hibberson Street","Gungahlin","31/08/2021 - Tuesday","5:45pm","6:50pm","Casual",-35.1846274,149.1339141,"",FALSE
"","Busy Bees at the Park","37 Brindabella Circuit","Canberra Airport","31/08/2021 - Tuesday","7:40am","6:30pm","Close",-35.311138,149.187701,"",FALSE
"","Dan Murphy's Dickson","44 Dickson Place","Dickson","31/08/2021 - Tuesday","5:45pm","6:30pm","Monitor",-35.2504152,149.1401934,"",FALSE
"","Braddon Flowers","53/16 Lonsdale Street","Braddon","31/08/2021 - Tuesday","10:40am","11:15am","Monitor",-35.2739116,149.1331498,"",FALSE
"","Friendly Grocer Narrabundah","6 Iluka Street","Narrabundah","31/08/2021 - Tuesday","7:25pm","8:10pm","Monitor",-35.3325783,149.1539234,"",FALSE
"","IGA X-press Swinger Hill","84 Ainsworth Street","Mawson","31/08/2021 - Tuesday","5:10pm","6:00pm","Monitor",-35.3554427,149.0984444,"",FALSE
"","Cooleman Court Shopping Centre","Brierly Street","Weston","31/08/2021 - Tuesday","12:00pm","1:00pm","Monitor",-35.3412617,149.0527436,"",FALSE
"","Cooleman Court Shopping Centre - Public Toilets","Brierly Street","Weston","31/08/2021 - Tuesday","12:15pm","12:45pm","Casual",-35.3412617,149.0527186,"",FALSE
"","Caltex Canberra Airport","Canberra Airport, 1/3 Rogan Street","Pialligo","31/08/2021 - Tuesday","12:30pm","13:15pm","Monitor",-35.3094947,149.1879721,"",FALSE
"","Bus Route 66 Transport Canberra Code BUS355","Denman Prospect to Woden Interchange","Public Transport","31/08/2021 - Tuesday","7:27pm","7:43pm","Casual",-35.3444429,149.0871942,"",FALSE
"","Bus Route 51 Transport Canberra Code BUS560","Lyneham Shops to Dickson Interchange","Public Transport","31/08/2021 - Tuesday","9:15am","9:30am","Casual",-35.250558,149.133739,"",FALSE
"","Caffe Cherry Beans Majura Park","Majura Park Shopping Centre, 18/26 Spitfire Avenue","Canberra Airport","31/08/2021 - Tuesday","8:45am","9:40am","monitor",-35.3004066,149.19043,"",FALSE
"","BWS Dickson (Wolley Street)","u1/38 Woolley Street","Dickson","31/08/2021 - Tuesday","5:10pm","6:00pm","Monitor",-35.2500438,149.1375277,"",FALSE
"","Baby Bunting Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","31/08/2021 - Tuesday","12:30pm","1:00pm","Monitor",-35.2380765,149.0650422,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Million Dollar Kiosk","Westfield Belconnen, Benjamin Way","Belconnen","31/08/2021 - Tuesday","12:30pm","1:00pm","Monitor",-35.2382585,149.0655129,"",FALSE
"","Westfield Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","31/08/2021 - Tuesday","12:30pm","1:00pm","Monitor",-35.2380765,149.0649922,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Coles Woden","Westfield Woden, Keltie Street","Phillip","31/08/2021 - Tuesday","11:50am","12:30pm","Monitor",-35.3468528,149.0852778,"",FALSE
"","Westfield Woden","Westfield Woden, Keltie Street","Phillip","31/08/2021 - Tuesday","11:50am","12:30pm","Monitor",-35.3463199,149.0861326,"",FALSE
"","Bus Route 61 Transport Canberra Code BUS359","Woden Interchange to Phillip","Public Transport","31/08/2021 - Tuesday","7:46pm","7:50pm","Casual",-35.3444429,149.0871442,"",FALSE
"","Woolworths Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","31/08/2021 - Tuesday","6:25pm","7:20pm","Casual",-35.2380765,149.0649672,"",FALSE
"","Dan Murphy's Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","31/08/2021 - Tuesday","6:15pm","7:00pm","Monitor",-35.2386514,149.064091,"",FALSE
"","IBIS Budget Hotel Canberra","15 Tay Street","Watson","31/08/2021 - Tuesday","12:00am","11:59pm","Casual",-35.224856,149.1667733,"",FALSE
"","Woolworths Charnwood","25-30 Charnwood Place","Charnwood","31/08/2021 - Tuesday","11:50am","1:00pm","Casual",-35.2045295,149.0328578,"",FALSE
"","Chemist Warehouse Majura Park","Majura Park Shopping Centre, 18/26 Spitfire Avenue","Canberra Airport","30/08/2021 - Monday","6:00pm","7:00pm","Casual",-35.2985101,149.1907314,"",FALSE
"","Woolworths Majura Park","Majura Park Shopping Centre, 18/26 Spitfire Avenue","Canberra Airport","30/08/2021 - Monday","6:20pm","7:30pm","Casual",-35.3001906,149.1903758,"",FALSE
"","SPAR Express Ngunnawal","Ngunnawal Local Centre, Wanganeen Avenue","Ngunnawal","30/08/2021 - Monday","9:30am","12:00pm","Monitor",-35.173951,149.10818,"",FALSE
"","CIT Bruce Campus (Student Accommodation Block Ra Only)","1 Jack Fleming Place","Bruce","30/08/2021 - Monday","8:50pm","11:30pm","Casual",-35.2478586,149.095981,"",FALSE
"","Coles Kaleen","1 Maribyrnong Avenue","Kaleen","30/08/2021 - Monday","4:00pm","4:50pm","Casual",-35.2202787,149.1027978,"",FALSE
"","7-Eleven Mawson","1 Mawson Place","Mawson","30/08/2021 - Monday","2:00pm","2:40pm","Monitor",-35.365172,149.0937123,"",FALSE
"","SupaExpress Florey","1/26 Kesteven Street","Florey","30/08/2021 - Monday","3:00pm","4:00pm","Monitor",-35.2263914,149.0544019,"",FALSE
"","SupaExpress Florey","1/26 Kesteven Street","Florey","30/08/2021 - Monday","5:40pm","6:45pm","Casual",-35.2263914,149.0544519,"",FALSE
"","Chargrilld Eatery and Pizza Bar","1/59 Cameron Avenue","Belconnen","30/08/2021 - Monday","7:00pm","7:45pm","Monitor",-35.2409706,149.0709965,"",FALSE
"","Kinn Thai Restaurant","125 Bunda Street","Canberra City","30/08/2021 - Monday","4:40pm","9:30pm","Casual",-35.2778002,149.1326451,"",FALSE
"","Priceline Pharmacy Gungahlin","126/43 Hibberson Street","Gungahlin","30/08/2021 - Monday","12:20pm","1:20pm","Casual",-35.185676,149.136702,"",FALSE
"","ALDI Casey","15 Kingsland Parade","Casey","30/08/2021 - Monday","2:15pm","3:00pm","Monitor",-35.17447,149.0959199,"",FALSE
